system,p_noise,o_noise,dist,rho,mae,rmse,tar,Jacobian,rho_coef,mae_coef,rmse_coef
5CLM,0.001,0.001,Euclidean,0.987931644942632,0.01432530969218918,0.03393962604892441,x1,C1,0.9752834413105472,0.25086038695799845,0.35332221594142954
5CLM,0.001,0.001,Euclidean,0.987931644942632,0.01432530969218918,0.03393962604892441,x1,C2,0.13114943380419497,0.0686206237277398,0.1347271278453905
5CLM,0.001,0.001,Euclidean,0.987931644942632,0.01432530969218918,0.03393962604892441,x1,C3,0.24193420271016144,0.05110814669924077,0.10677671271559376
5CLM,0.001,0.001,Euclidean,0.987931644942632,0.01432530969218918,0.03393962604892441,x1,C4,-0.07406484121562161,0.12262395058469944,0.2757771088927684
5CLM,0.001,0.001,Euclidean,0.987931644942632,0.01432530969218918,0.03393962604892441,x1,C5,0.02207759774022428,0.10826705462149322,0.334667064736442
5CLM,0.001,0.001,Geodesic,0.9789133413204252,0.02019040124006078,0.04442447863658684,x1,C1,0.9584436540472108,0.3564990867503418,0.4842067101815915
5CLM,0.001,0.001,Geodesic,0.9789133413204252,0.02019040124006078,0.04442447863658684,x1,C2,0.180018777410327,0.0469361605904831,0.11398675581189922
5CLM,0.001,0.001,Geodesic,0.9789133413204252,0.02019040124006078,0.04442447863658684,x1,C3,0.4618500033805143,0.03704007312400463,0.08145218892383108
5CLM,0.001,0.001,Geodesic,0.9789133413204252,0.02019040124006078,0.04442447863658684,x1,C4,-0.0701314529169394,0.08564087672791812,0.18968971919963204
5CLM,0.001,0.001,Geodesic,0.9789133413204252,0.02019040124006078,0.04442447863658684,x1,C5,0.07684370372177965,0.07287235722186133,0.16069191062142396
5CLM,0.001,0.001,Multiview,0.9936761461186742,0.010651620198105,0.02477998013941032,x1,C1,0.9830752691813904,0.2037399770166986,0.2953369892061139
5CLM,0.001,0.001,Multiview,0.9936761461186742,0.010651620198105,0.02477998013941032,x1,C2,0.07112305358371544,0.05838723021876094,0.22626489628788135
5CLM,0.001,0.001,Multiview,0.9936761461186742,0.010651620198105,0.02477998013941032,x1,C3,0.4525374443321307,0.02203838305729188,0.05747330042729618
5CLM,0.001,0.001,Multiview,0.9936761461186742,0.010651620198105,0.02477998013941032,x1,C4,-0.1121853676295489,0.08255261256272568,0.18246249764543737
5CLM,0.001,0.001,Multiview,0.9936761461186742,0.010651620198105,0.02477998013941032,x1,C5,0.03825822929057256,0.06285925699163168,0.28710582238348686
5CLM,0.001,0.001,LMD,0.9999470900861488,0.00105928069833037,0.002267662117682,x1,C1,0.999513332590104,0.02828895067061965,0.04976528387479383
