tar,exp,run,E,rho,mae,rmse,Jacobian
Dn,1,46,2,0.9153920052229727,0.2793899788022209,0.3987692519268627,0.8251580707527036
Pa,1,47,3,0.934190007139868,0.2718421541388545,0.35526332470460764,-0.3883606372374416
Dn,1,47,3,0.9085330678149232,0.3045551150337728,0.41488113020361167,0.8263719091099857
Pa,1,48,2,0.9328203952215763,0.253209390153955,0.3566787370312285,-0.1231429746888754
Dn,1,48,3,0.9301626294021106,0.2675890822431613,0.3647157246987088,0.8942441379771849
Pa,1,49,4,0.9362823946350992,0.2669300219186013,0.3539774188265324,-0.30977018252180816
Dn,1,49,2,0.9213285676767891,0.27607675772450296,0.3870265061814031,0.8130873341191512
Pa,1,50,2,0.9307518783942595,0.2751471943190599,0.3626762638842994,-0.5238898807262552
Dn,1,50,3,0.9163394322890303,0.28756813136821885,0.3977922569855033,0.4069358980554271
Pa,1,51,5,0.9302656553602011,0.25079306229942744,0.3696720945690308,-0.3425498227470661
Dn,1,51,2,0.9240151144528364,0.26864300263174495,0.3787587103555901,0.858293253419585
Pa,1,52,2,0.9360580276137233,0.23742241709854914,0.3485052731833176,-0.25020300503670656
Dn,1,52,3,0.9317643320715021,0.24520997559241417,0.36079074532588556,0.8654350226443388
Pa,1,53,3,0.9374981085687057,0.25255303225751513,0.34728581116537977,-0.38833342816049055
Dn,1,53,3,0.9222551739359014,0.2636141466221679,0.38473948694766175,0.906585807529131
Pa,1,54,3,0.929091889766995,0.2674443199167635,0.3675565803146098,-0.3770267657725758
Dn,1,54,3,0.8990410399907005,0.3062314326027501,0.43488651115580557,0.8387566519525668
Pa,1,55,3,0.9301274018243848,0.2550964807262469,0.3656939177514003,-0.38011824866334115
Dn,1,55,3,0.9060828586743384,0.29462064989625136,0.4205775897378936,0.841244212976549
Pa,1,56,3,0.9336930123667828,0.25755822013917123,0.35590876028129503,-0.3491875255301669
Dn,1,56,3,0.9092880151308721,0.2879430144077843,0.4145772585170471,0.8231449809677077
Pa,1,57,4,0.9249675154673473,0.27836321142292303,0.38059809286476437,-0.36561941292607236
Dn,1,57,4,0.9154007301675938,0.29304656746229973,0.4028637487366374,0.70690645140384
Pa,1,58,3,0.9325065737992818,0.2628829871900389,0.3611419625451105,-0.33248779479364665
Dn,1,58,3,0.9201980073127891,0.2692568997214669,0.38905324776063843,0.9054871599823865
Pa,1,59,6,0.940172859732423,0.23555273945845398,0.34612690370068927,-0.26232149071177185
Dn,1,59,2,0.9314384685413111,0.25124139290113384,0.3604613112064616,0.8347797435613448
Pa,1,60,3,0.9341575276190199,0.2716155718220468,0.3561885589284291,-0.38296694682156046
Dn,1,60,3,0.9159128164484566,0.2829115073188284,0.40209935862566537,0.9234800786988498
Pa,1,61,2,0.9177612774330445,0.2824253652544119,0.3931153767207369,-0.30467620408656465
Dn,1,61,3,0.9112550333591948,0.3003915680063222,0.4090972603470493,0.8126211206033347
Pa,1,62,2,0.9351720819547371,0.26890976660944715,0.3527651742210686,-0.4315346307103062
Dn,1,62,3,0.9312219159594884,0.26431091097068293,0.36276935660283405,0.42243557645447244
Pa,1,63,3,0.942507119812521,0.254491905628886,0.332100290902749,-0.36265988007095307
Dn,1,63,4,0.9215669839435292,0.29599597793477617,0.389440863867612,0.6215097338699388
Pa,1,64,3,0.9340843386517944,0.2768050082155715,0.3591784233888441,-0.3658480856421779
Dn,1,64,3,0.9147730841377268,0.2873992413339448,0.40159763107586366,0.876248267394958
Pa,1,65,2,0.9205584398144628,0.2767200496575669,0.387150817088602,-0.25036733243347464
Dn,1,65,3,0.9178640262964877,0.28488364615836786,0.3946471023462317,0.8510652771553222
Pa,1,66,2,0.9112051687387777,0.2819168764909594,0.40783467106804994,-0.27999163936009414
Dn,1,66,3,0.9053248601701637,0.3013833514932159,0.4216898200875264,0.8383186736378031
Pa,1,67,2,0.9173608863350282,0.2614797272584108,0.3942524873964179,-0.313459268705825
Dn,1,67,3,0.9137089511462131,0.2686802051959965,0.40399725018599025,0.8633973703456356
Pa,1,68,2,0.9164982422931719,0.271459307614788,0.397783601718475,-0.35445425285674137
Dn,1,68,2,0.9165161236271137,0.2714719657526158,0.3977834559905669,0.8286769628802582
Pa,1,69,3,0.9283257772062218,0.26314525076256595,0.3702664823603507,-0.3409717403404014
Dn,1,69,3,0.9102337564980542,0.28560575479960676,0.41130572016759986,0.8747809503948436
Pa,1,70,2,0.9211519008318035,0.2712327136632774,0.3861307706254598,-0.32731961720972297
Dn,1,70,2,0.9211407619399485,0.2712610350100186,0.38612995340189704,0.8579932410049627
Pa,1,71,2,0.923174263457143,0.26933396719636665,0.3810677707208868,-0.26767727668003083
Dn,1,71,3,0.9219556834956882,0.268867375221407,0.3859687351842017,0.9213443263738763
Pa,1,72,3,0.9297035441312727,0.2734322772620571,0.3676939640147448,-0.37954988598081524
Dn,1,72,3,0.9121941653345264,0.28947015663422954,0.407447978620401,0.8609284725604409
Pa,1,73,3,0.9366089657662975,0.26492571200986137,0.3485748554498483,-0.39495778244976076
Dn,1,73,3,0.9100479235693381,0.2967060308557423,0.4120713079194426,0.8463172871452557
Pa,1,74,3,0.9289819309383588,0.2687532467624723,0.3682148372454343,-0.37738261352367064
Dn,1,74,3,0.9126952442998156,0.2841608442921446,0.40598595929796594,0.8563609632095155
Pa,1,75,2,0.9357601990807691,0.26796893473313493,0.34906153930013156,-0.3348546103827934
Dn,1,75,3,0.922770921124107,0.2928466097530332,0.3831739321422068,0.36073503603916846
Pa,1,76,2,0.9156296097182749,0.2832194086523737,0.3979906256302672,-0.28797784778329827
Dn,1,76,3,0.909395444746204,0.29693976006686623,0.41293990163479727,0.8162438927172198
Pa,1,77,2,0.9283104593461349,0.273547880612908,0.37063150891276647,-0.016876329400459876
Dn,1,77,3,0.9167007715660492,0.28624470684277553,0.3962645940701148,0.82077756205383
Pa,1,78,2,0.9190752474230651,0.2662708544486743,0.3904920632388135,-0.29071946154714196
Dn,1,78,3,0.9166262197372246,0.27127987098698475,0.39752394782943334,0.8795765559706711
Pa,1,79,2,0.927709740748625,0.27741418603786944,0.3702365625433201,-0.16687290246184502
Dn,1,79,3,0.9209627122030821,0.2829773531502994,0.38768228562382456,0.7075030076267903
Pa,1,80,2,0.9207108972829385,0.28101032333349685,0.38606817684596434,-0.2610304392777746
