method,len,repNo,time,rho,mae,rmse,rho_coef,mae_coef,rmse_coef
LMD,200,29,14.701000000000022,0.9843838500651907,0.02852981893102012,0.03929911347363787,-0.07107483335144232,0.07317738061422062,0.09243495446901331
MVD,200,29,25.327000000000226,0.9747462970992293,0.03305650123366494,0.04994582607263605,0.9447628308649985,0.6023221913278118,0.7185005833807931
MVD,200,29,25.327000000000226,0.9747462970992293,0.03305650123366494,0.04994582607263605,-0.1661990966356382,0.0678295618967462,0.14374317099928768
MVD,200,29,25.327000000000226,0.9747462970992293,0.03305650123366494,0.04994582607263605,0.538244792480235,0.04480605902747371,0.062111625620626734
MVD,200,29,25.327000000000226,0.9747462970992293,0.03305650123366494,0.04994582607263605,0.4422186342663875,0.06693684009795176,0.09725580840462815
MVD,200,29,25.327000000000226,0.9747462970992293,0.03305650123366494,0.04994582607263605,-0.018623992821504932,0.09677869096568249,0.21707455918438684
LMD,250,29,21.83299999999963,0.9847037203667868,0.028251496638121956,0.03816924191176544,0.9476499064467138,0.4948652817119866,0.7017149594097278
LMD,250,29,21.83299999999963,0.9847037203667868,0.028251496638121956,0.03816924191176544,-0.7279013349316256,0.11988646245474939,0.1699985871848975
LMD,250,29,21.83299999999963,0.9847037203667868,0.028251496638121956,0.03816924191176544,0.2964132361365423,0.03716027847802181,0.050162165480087686
LMD,250,29,21.83299999999963,0.9847037203667868,0.028251496638121956,0.03816924191176544,-0.39989911032233055,0.053586273528674226,0.06614376358428758
LMD,250,29,21.83299999999963,0.9847037203667868,0.028251496638121956,0.03816924191176544,-0.43292384391805566,0.045271073118774076,0.05931690665379137
MVD,250,29,38.33800000000065,0.9755928451878926,0.03437595813477818,0.0482312843912032,0.945439416442595,0.6461116856095563,0.7764627947656172
MVD,250,29,38.33800000000065,0.9755928451878926,0.03437595813477818,0.0482312843912032,-0.6576784558176504,0.14116315525068823,0.198150665474383
MVD,250,29,38.33800000000065,0.9755928451878926,0.03437595813477818,0.0482312843912032,0.13485400287370472,0.06532997520374413,0.08553546697826539
MVD,250,29,38.33800000000065,0.9755928451878926,0.03437595813477818,0.0482312843912032,-0.5341017125779697,0.09175217088479945,0.1257002783398503
MVD,250,29,38.33800000000065,0.9755928451878926,0.03437595813477818,0.0482312843912032,0.04554907268399528,0.0786736555121409,0.15695934598295647
LMD,50,30,1.7929999999996653,0.9765210554322284,0.03721364621164434,0.047287409621363984,0.9544169615017821,0.906022651030728,1.1077856872866592
LMD,50,30,1.7929999999996653,0.9765210554322284,0.03721364621164434,0.047287409621363984,0.74628315368966,0.1119127228447244,0.14755494109869627
LMD,50,30,1.7929999999996653,0.9765210554322284,0.03721364621164434,0.047287409621363984,-0.9145579657124492,0.14551306699342015,0.18308420590562677
LMD,50,30,1.7929999999996653,0.9765210554322284,0.03721364621164434,0.047287409621363984,0.2496111138698207,0.23602441541520014,0.289885740755494
LMD,50,30,1.7929999999996653,0.9765210554322284,0.03721364621164434,0.047287409621363984,-0.15456809141528002,0.1868375412806776,0.2047826404605941
MVD,50,30,4.499000000000706,0.9738068520355243,0.039135914234658224,0.05059520079325574,0.959398410669617,0.8698625260685754,1.0088698858852474
MVD,50,30,4.499000000000706,0.9738068520355243,0.039135914234658224,0.05059520079325574,0.6903317667313831,0.1046020839664244,0.13928963470545386
MVD,50,30,4.499000000000706,0.9738068520355243,0.039135914234658224,0.05059520079325574,-0.9070462763430517,0.19205917391136407,0.24221536209073366
MVD,50,30,4.499000000000706,0.9738068520355243,0.039135914234658224,0.05059520079325574,0.6631844915699354,0.21491464961601678,0.25250903046554546
MVD,50,30,4.499000000000706,0.9738068520355243,0.039135914234658224,0.05059520079325574,-0.1535401100171034,0.16600784267291313,0.20488881256789795
LMD,100,30,4.708000000000538,0.9777095452042316,0.0365831839792145,0.04771731172156721,0.9602534798491148,0.43335778212431764,0.6016681578676684
LMD,100,30,4.708000000000538,0.9777095452042316,0.0365831839792145,0.04771731172156721,0.12096695866891122,0.0634447816675787,0.0741204639905633
LMD,100,30,4.708000000000538,0.9777095452042316,0.0365831839792145,0.04771731172156721,0.8657165898718713,0.04362516220006972,0.05653104292242828
LMD,100,30,4.708000000000538,0.9777095452042316,0.0365831839792145,0.04771731172156721,0.08812517500499453,0.05458048762755723,0.0792487094342034
LMD,100,30,4.708000000000538,0.9777095452042316,0.0365831839792145,0.04771731172156721,0.8443909581488399,0.10027915215960263,0.11537088862617383
MVD,100,30,8.554999999999382,0.9353172408336179,0.05306862330495406,0.08133932086913451,0.9092587059961472,0.7060330488068702,0.8621482926208371
MVD,100,30,8.554999999999382,0.9353172408336179,0.05306862330495406,0.08133932086913451,-0.09724325606994022,0.09095542533603497,0.21284838896028965
MVD,100,30,8.554999999999382,0.9353172408336179,0.05306862330495406,0.08133932086913451,0.4886450046245586,0.1000932925335506,0.14341246824297846
MVD,100,30,8.554999999999382,0.9353172408336179,0.05306862330495406,0.08133932086913451,0.3170531593705582,0.12155963632199492,0.24385661580309262
MVD,100,30,8.554999999999382,0.9353172408336179,0.05306862330495406,0.08133932086913451,0.19295495749307043,0.12489509254985172,0.26540659775702613
LMD,150,30,9.438999999999396,0.9824595695698336,0.03106813112120502,0.04098333161645111,0.9754189035415078,0.5356049995351773,0.6852879382287339
LMD,150,30,9.438999999999396,0.9824595695698336,0.03106813112120502,0.04098333161645111,0.7418440706969373,0.10808377940785813,0.14961424328061404
LMD,150,30,9.438999999999396,0.9824595695698336,0.03106813112120502,0.04098333161645111,0.872044698005275,0.11381342395904172,0.15061857436865853
LMD,150,30,9.438999999999396,0.9824595695698336,0.03106813112120502,0.04098333161645111,-0.16524465720460244,0.04816818092289761,0.06388012513668034
LMD,150,30,9.438999999999396,0.9824595695698336,0.03106813112120502,0.04098333161645111,0.8804361034949829,0.1352989792523971,0.18505870682502898
MVD,150,30,15.643000000000029,0.9650937803411466,0.03970164025508895,0.058258021498957285,0.9297565079088852,0.6641706456459682,0.8050036677659859
MVD,150,30,15.643000000000029,0.9650937803411466,0.03970164025508895,0.058258021498957285,0.042855068848158887,0.21102841830775318,0.4784111644462935
MVD,150,30,15.643000000000029,0.9650937803411466,0.03970164025508895,0.058258021498957285,0.5456840776615388,0.1418494181974899,0.2084839958960095
MVD,150,30,15.643000000000029,0.9650937803411466,0.03970164025508895,0.058258021498957285,-0.29767049427446046,0.22050207603246566,0.49375066402205037
MVD,150,30,15.643000000000029,0.9650937803411466,0.03970164025508895,0.058258021498957285,0.16804516943608883,0.2699655733551605,0.5878012348022345
LMD,200,30,15.304000000000087,0.9777464581410863,0.03436831330718401,0.04571860635307991,0.9798418006379283,0.4598516872461783,0.570364498097366
LMD,200,30,15.304000000000087,0.9777464581410863,0.03436831330718401,0.04571860635307991,-0.7163792238353881,0.08542545013841508,0.10608026845733796
LMD,200,30,15.304000000000087,0.9777464581410863,0.03436831330718401,0.04571860635307991,0.869690937083569,0.055635010050193424,0.07356140684487901
LMD,200,30,15.304000000000087,0.9777464581410863,0.03436831330718401,0.04571860635307991,-0.12376055870296823,0.036317635909695965,0.049516180583063424
LMD,200,30,15.304000000000087,0.9777464581410863,0.03436831330718401,0.04571860635307991,-0.016659702324899845,0.0409226374738215,0.053292143567365176
MVD,200,30,25.63500000000022,0.9692359360324987,0.03755770383723408,0.05396644806060578,0.8909557754440565,0.766975215066757,0.954810885066037
MVD,200,30,25.63500000000022,0.9692359360324987,0.03755770383723408,0.05396644806060578,-0.30305138018900213,0.21535168660236534,0.4657526110118287
MVD,200,30,25.63500000000022,0.9692359360324987,0.03755770383723408,0.05396644806060578,0.3250273971780636,0.13037493031548433,0.17155185328620176
MVD,200,30,25.63500000000022,0.9692359360324987,0.03755770383723408,0.05396644806060578,0.03965737639956155,0.1656970538700982,0.3413776850334614
MVD,200,30,25.63500000000022,0.9692359360324987,0.03755770383723408,0.05396644806060578,0.182241616723925,0.2188650083185528,0.39200473677339337
LMD,250,30,22.183999999999287,0.981438542485023,0.03189290250789621,0.04221954526029209,0.9653099096083653,0.5726528764418451,0.7501689889751445
LMD,250,30,22.183999999999287,0.981438542485023,0.03189290250789621,0.04221954526029209,-0.8729630936849,0.19145437061826578,0.260412094230293
LMD,250,30,22.183999999999287,0.981438542485023,0.03189290250789621,0.04221954526029209,0.8729784687403727,0.057030445062263624,0.0699583034381071
LMD,250,30,22.183999999999287,0.981438542485023,0.03189290250789621,0.04221954526029209,0.6079337975619076,0.061574657234246134,0.0810462517674544
LMD,250,30,22.183999999999287,0.981438542485023,0.03189290250789621,0.04221954526029209,-0.713333471534429,0.12604867673175263,0.17125492728185895
MVD,250,30,38.53900000000067,0.9771121607749461,0.036603953518088414,0.047026781776518124,0.940737800004036,0.7110342818749256,0.8733956729867971
MVD,250,30,38.53900000000067,0.9771121607749461,0.036603953518088414,0.047026781776518124,-0.6106860297153474,0.19259166533470554,0.27651766791692906
MVD,250,30,38.53900000000067,0.9771121607749461,0.036603953518088414,0.047026781776518124,0.3128886281435153,0.08439857633996833,0.11936528127218608
MVD,250,30,38.53900000000067,0.9771121607749461,0.036603953518088414,0.047026781776518124,0.1655275201780637,0.11128630953019009,0.1554752539609133
MVD,250,30,38.53900000000067,0.9771121607749461,0.036603953518088414,0.047026781776518124,-0.35498069414553474,0.16970665280707942,0.2777280069550321
LMD,50,31,1.7890000000006694,0.970691767483189,0.040323021211088224,0.05300568483983959,0.9827465844050668,0.7217078339437285,0.8617304792184418
LMD,50,31,1.7890000000006694,0.970691767483189,0.040323021211088224,0.05300568483983959,0.19088510061398006,0.07602294396611288,0.094270228159287775
LMD,50,31,1.7890000000006694,0.970691767483189,0.040323021211088224,0.05300568483983959,-0.09157686293959102,0.06545411988444311,0.08359889987616581
LMD,50,31,1.7890000000006694,0.970691767483189,0.040323021211088224,0.05300568483983959,-0.816465137992187,0.30248487294675025,0.3396785659430702
LMD,50,31,1.7890000000006694,0.970691767483189,0.040323021211088224,0.05300568483983959,0.6655006402994674,0.0635983810030886,0.08161244655926088
MVD,50,31,4.493999999999687,0.970035203836721,0.04269223366872992,0.05429708642266088,0.9454852840491488,0.783822170889353,0.9104315725044034
MVD,50,31,4.493999999999687,0.970035203836721,0.04269223366872992,0.05429708642266088,0.08257772534291431,0.12825150127754528,0.19225440449378162
MVD,50,31,4.493999999999687,0.970035203836721,0.04269223366872992,0.05429708642266088,0.24028744515779682,0.05278775730325602,0.07424348401448944
MVD,50,31,4.493999999999687,0.970035203836721,0.04269223366872992,0.05429708642266088,-0.8302868566803658,0.2876346494212076,0.3299533466911625
MVD,50,31,4.493999999999687,0.970035203836721,0.04269223366872992,0.05429708642266088,0.5583653663747291,0.1177007593752194,0.14927458479821107
LMD,100,31,5.113999999999578,0.9807938368148342,0.0348832823105238,0.04366557299471438,0.9679812228754229,0.5027717391525597,0.6582080590085677
LMD,100,31,5.113999999999578,0.9807938368148342,0.0348832823105238,0.04366557299471438,0.46173164322187116,0.06762254898740026,0.08256627668401761
LMD,100,31,5.113999999999578,0.9807938368148342,0.0348832823105238,0.04366557299471438,-0.35076167191767715,0.08109565870588206,0.09944308728624689
LMD,100,31,5.113999999999578,0.9807938368148342,0.0348832823105238,0.04366557299471438,-0.012261417363287723,0.07412694844559263,0.09033665679058449
LMD,100,31,5.113999999999578,0.9807938368148342,0.0348832823105238,0.04366557299471438,-0.21086528073241853,0.09969152959086734,0.13856562438405606
MVD,100,31,8.88299999999981,0.9404408413418331,0.058305132118581716,0.08059464513887678,0.9016958048356325,0.5972048238554061,0.7828885793620703
MVD,100,31,8.88299999999981,0.9404408413418331,0.058305132118581716,0.08059464513887678,-0.14993668277403674,0.2712756073335515,0.44434496292749304
MVD,100,31,8.88299999999981,0.9404408413418331,0.058305132118581716,0.08059464513887678,-0.24122944074547348,0.2169883322115036,0.32939469069253774
MVD,100,31,8.88299999999981,0.9404408413418331,0.058305132118581716,0.08059464513887678,-0.27605637000133443,0.30152680175891716,0.3954058597574
MVD,100,31,8.88299999999981,0.9404408413418331,0.058305132118581716,0.08059464513887678,-0.04409689674171383,0.2912524068707822,0.42236304033661465
LMD,150,31,9.661000000000058,0.9821207781499852,0.0313517914967269,0.041785658778362364,0.9456321600290284,0.6082286121641227,0.7998993677278666
LMD,150,31,9.661000000000058,0.9821207781499852,0.0313517914967269,0.041785658778362364,-0.2807520871085456,0.1204213339243295,0.167521370399879
LMD,150,31,9.661000000000058,0.9821207781499852,0.0313517914967269,0.041785658778362364,0.16463865184836038,0.03600340712962698,0.054712831043216614
LMD,150,31,9.661000000000058,0.9821207781499852,0.0313517914967269,0.041785658778362364,0.7976581913271436,0.09486534818994206,0.10353673804379333
LMD,150,31,9.661000000000058,0.9821207781499852,0.0313517914967269,0.041785658778362364,-0.12178527244367603,0.12425083603668176,0.16967182198578878
MVD,150,31,15.606999999999971,0.9642661419422441,0.04018346637101177,0.05932986897062412,0.9176414129253337,0.7631815814048931,0.9154707259234368
MVD,150,31,15.606999999999971,0.9642661419422441,0.04018346637101177,0.05932986897062412,-0.26776450426323306,0.24367203254989706,0.5644171495866322
MVD,150,31,15.606999999999971,0.9642661419422441,0.04018346637101177,0.05932986897062412,-0.03162316431438343,0.11375772030678255,0.1597386852298118
MVD,150,31,15.606999999999971,0.9642661419422441,0.04018346637101177,0.05932986897062412,0.16607190795099344,0.18095695283446397,0.2896360515483907
MVD,150,31,15.606999999999971,0.9642661419422441,0.04018346637101177,0.05932986897062412,-0.1617330137800139,0.20251321773340608,0.4156497618473758
LMD,200,31,15.793999999999869,0.9805680748402861,0.03292357572905389,0.04342802147456995,0.9651240919185848,0.5650346828166444,0.729021208749195
LMD,200,31,15.793999999999869,0.9805680748402861,0.03292357572905389,0.04342802147456995,-0.16722329743942718,0.0647019126569194,0.08503476261286154
LMD,200,31,15.793999999999869,0.9805680748402861,0.03292357572905389,0.04342802147456995,0.42582616752143293,0.04018239362461349,0.049087374264430716
LMD,200,31,15.793999999999869,0.9805680748402861,0.03292357572905389,0.04342802147456995,-0.0450673968079439,0.06672810721503454,0.10166128802036696
LMD,200,31,15.793999999999869,0.9805680748402861,0.03292357572905389,0.04342802147456995,0.5061124194705461,0.06489119735560363,0.08032135006933282
MVD,200,31,25.686999999999898,0.9761243684470526,0.0345588624293972,0.04808568583795748,0.9134756466696017,0.761399696685373,0.9334439513771626
MVD,200,31,25.686999999999898,0.9761243684470526,0.0345588624293972,0.04808568583795748,-0.1895502195192953,0.1524714617553166,0.33397439354015646
MVD,200,31,25.686999999999898,0.9761243684470526,0.0345588624293972,0.04808568583795748,0.20151094406296816,0.07194941450908604,0.0933198400874368
MVD,200,31,25.686999999999898,0.9761243684470526,0.0345588624293972,0.04808568583795748,0.058117053245963904,0.13357757081333171,0.24318520498337146
MVD,200,31,25.686999999999898,0.9761243684470526,0.0345588624293972,0.04808568583795748,0.135077308603344,0.20055628697861888,0.410044122613014
LMD,250,31,22.23399999999947,0.9788125567220635,0.035272558345116195,0.045325288822354794,0.9486253289004611,0.5439678195472104,0.7113643221801923
LMD,250,31,22.23399999999947,0.9788125567220635,0.035272558345116195,0.045325288822354794,0.007578429769907418,0.08733891767978665,0.11960829091072722
LMD,250,31,22.23399999999947,0.9788125567220635,0.035272558345116195,0.045325288822354794,0.21091197818615018,0.06867741657150774,0.0969089716457015
LMD,250,31,22.23399999999947,0.9788125567220635,0.035272558345116195,0.045325288822354794,0.19392529606763367,0.06770108363537647,0.09606552344739445
LMD,250,31,22.23399999999947,0.9788125567220635,0.035272558345116195,0.045325288822354794,-0.05867262704448099,0.10989003902412647,0.15366811664527816
MVD,250,31,38.81700000000001,0.968574066725324,0.03845212980485906,0.05522893542652769,0.9182474910737204,0.7161673662662223,0.8956698992683095
MVD,250,31,38.81700000000001,0.968574066725324,0.03845212980485906,0.05522893542652769,-0.11694144458515518,0.15888236400354416,0.3199130911721811
MVD,250,31,38.81700000000001,0.968574066725324,0.03845212980485906,0.05522893542652769,-0.03328483049275082,0.10827961513437659,0.14901959060163802
MVD,250,31,38.81700000000001,0.968574066725324,0.03845212980485906,0.05522893542652769,-0.060182168999389704,0.12672032656129123,0.21242229795181009
MVD,250,31,38.81700000000001,0.968574066725324,0.03845212980485906,0.05522893542652769,-0.1096807520516087,0.19238087423892253,0.34511209238163065
LMD,50,32,1.8689999999996871,0.9871861701041987,0.028865072085810607,0.03482078987379278,0.9854544248274872,0.831553582827722,1.0008416061731742
LMD,50,32,1.8689999999996871,0.9871861701041987,0.028865072085810607,0.03482078987379278,0.8701881249922037,0.17795129118967679,0.21379212100375622
LMD,50,32,1.8689999999996871,0.9871861701041987,0.028865072085810607,0.03482078987379278,0.6747731710516569,0.08965881911347738,0.11676132056396053
LMD,50,32,1.8689999999996871,0.9871861701041987,0.028865072085810607,0.03482078987379278,-0.507286333030509,0.21589786763482674,0.25817281781040846
LMD,50,32,1.8689999999996871,0.9871861701041987,0.028865072085810607,0.03482078987379278,0.8070323956549184,0.1677780999787993,0.2330441526153842
MVD,50,32,4.623999999999796,0.9841903452220484,0.03198283743229329,0.03904950972061009,0.9756948683234683,0.7750305896745111,0.8893447928863266
MVD,50,32,4.623999999999796,0.9841903452220484,0.03198283743229329,0.03904950972061009,0.8531987626511265,0.18322679481903295,0.2167075854321515
MVD,50,32,4.623999999999796,0.9841903452220484,0.03198283743229329,0.03904950972061009,0.7977647188511435,0.0836458191333068,0.10861976877827602
MVD,50,32,4.623999999999796,0.9841903452220484,0.03198283743229329,0.03904950972061009,-0.7089190182385683,0.17155734877921727,0.19051588183295645
MVD,50,32,4.623999999999796,0.9841903452220484,0.03198283743229329,0.03904950972061009,0.8773120864425847,0.17239206781625413,0.23016662605694982
LMD,100,32,5.560999999999694,0.9784787560809713,0.03606417105739823,0.04647123152433554,0.9911212528898881,0.45464671363424564,0.5568615056153223
LMD,100,32,5.560999999999694,0.9784787560809713,0.03606417105739823,0.04647123152433554,0.1603389632558921,0.060805152670881275,0.07875288291780937
LMD,100,32,5.560999999999694,0.9784787560809713,0.03606417105739823,0.04647123152433554,0.7349187285918191,0.06553606382027904,0.08099917842917523
LMD,100,32,5.560999999999694,0.9784787560809713,0.03606417105739823,0.04647123152433554,0.09476120718565297,0.07994775240737052,0.1027110971242939
LMD,100,32,5.560999999999694,0.9784787560809713,0.03606417105739823,0.04647123152433554,0.2643992114992743,0.049472397444096324,0.07470981206732207
MVD,100,32,9.172999999999774,0.9540314316384398,0.04762824984881409,0.06782865997045529,0.9346274310886058,0.706051162739674,0.8385103467732292
MVD,100,32,9.172999999999774,0.9540314316384398,0.04762824984881409,0.06782865997045529,-0.30479499383678255,0.17456690812678527,0.3462787974346185
MVD,100,32,9.172999999999774,0.9540314316384398,0.04762824984881409,0.06782865997045529,0.025620974001070634,0.12845114007032252,0.16977565342594284
MVD,100,32,9.172999999999774,0.9540314316384398,0.04762824984881409,0.06782865997045529,-0.044387724766910865,0.1314984317516588,0.16663069441429837
MVD,100,32,9.172999999999774,0.9540314316384398,0.04762824984881409,0.06782865997045529,-0.004828824777163063,0.1385420818006743,0.3121575506000767
LMD,150,32,10.11999999999989,0.9843329868592641,0.030965885112640427,0.03939234232006905,0.9653713781127903,0.6554460250101448,0.8309492008809569
LMD,150,32,10.11999999999989,0.9843329868592641,0.030965885112640427,0.03939234232006905,-0.5371372598935567,0.1225591343300961,0.1669657881422408
LMD,150,32,10.11999999999989,0.9843329868592641,0.030965885112640427,0.03939234232006905,0.551957492648986,0.08282838174509242,0.10476428737149983
LMD,150,32,10.11999999999989,0.9843329868592641,0.030965885112640427,0.03939234232006905,0.7650434735678995,0.09093483890192737,0.11226054301944
LMD,150,32,10.11999999999989,0.9843329868592641,0.030965885112640427,0.03939234232006905,0.6121648464930362,0.0747081869603441,0.0913037290218973
MVD,150,32,15.756000000000313,0.9592797139846406,0.04060981596788343,0.06352868865379892,0.9373604797642419,0.7349537468043622,0.8916026964004002
MVD,150,32,15.756000000000313,0.9592797139846406,0.04060981596788343,0.06352868865379892,-0.29171565127584675,0.22577450970169716,0.45330859375310617
MVD,150,32,15.756000000000313,0.9592797139846406,0.04060981596788343,0.06352868865379892,0.376496555468521,0.11931359920566834,0.14809385397903263
MVD,150,32,15.756000000000313,0.9592797139846406,0.04060981596788343,0.06352868865379892,0.19863354795021876,0.18839377390922937,0.3166596177768717
MVD,150,32,15.756000000000313,0.9592797139846406,0.04060981596788343,0.06352868865379892,0.24491205176337844,0.1812655877394708,0.29034278134748126
LMD,200,32,15.900000000000546,0.9826195233635059,0.0321154855121253,0.04135463241440229,0.9733687191072581,0.49874216484879624,0.6504398497728131
LMD,200,32,15.900000000000546,0.9826195233635059,0.0321154855121253,0.04135463241440229,-0.4436650434754101,0.0781445929077712,0.10869688572834829
LMD,200,32,15.900000000000546,0.9826195233635059,0.0321154855121253,0.04135463241440229,0.3501286536328692,0.050525947410910155,0.0749177888787476
LMD,200,32,15.900000000000546,0.9826195233635059,0.0321154855121253,0.04135463241440229,-0.24523070826594986,0.07048706257109881,0.0903739730549411
LMD,200,32,15.900000000000546,0.9826195233635059,0.0321154855121253,0.04135463241440229,-0.4313795373449073,0.10548867243933457,0.13268372385400923
MVD,200,32,25.831999999999425,0.9640141073076234,0.040071583355113946,0.05945231975640723,0.9436220897109487,0.6864949037225779,0.8091992997233532
MVD,200,32,25.831999999999425,0.9640141073076234,0.040071583355113946,0.05945231975640723,-0.35160063941612785,0.11220961777262238,0.186705777747568
MVD,200,32,25.831999999999425,0.9640141073076234,0.040071583355113946,0.05945231975640723,0.4555162986747768,0.045604185731997704,0.07541843786334305
MVD,200,32,25.831999999999425,0.9640141073076234,0.040071583355113946,0.05945231975640723,-0.5753770240212239,0.0900813536468455,0.12218520247881157
MVD,200,32,25.831999999999425,0.9640141073076234,0.040071583355113946,0.05945231975640723,-0.20139738069345162,0.13671308193198298,0.2306799314450148
LMD,250,32,22.657000000000153,0.9804810145266819,0.032348198667868186,0.043308267918275606,0.9772006595423828,0.4633091458341022,0.5828590624151166
LMD,250,32,22.657000000000153,0.9804810145266819,0.032348198667868186,0.043308267918275606,-0.8143383459403937,0.09590092647162171,0.12373894359624503
LMD,250,32,22.657000000000153,0.9804810145266819,0.032348198667868186,0.043308267918275606,0.8158787787977481,0.057434380796637825,0.07281348530596514
LMD,250,32,22.657000000000153,0.9804810145266819,0.032348198667868186,0.043308267918275606,-0.3619291365071158,0.05350036416701631,0.06486496577557654
LMD,250,32,22.657000000000153,0.9804810145266819,0.032348198667868186,0.043308267918275606,-0.8008925454594586,0.08330035567545707,0.10770665336816704
MVD,250,32,38.537999999999556,0.9729128115285869,0.0364474516240206,0.050974418640092806,0.9373075444910165,0.6648430046264159,0.8099645999169784
MVD,250,32,38.537999999999556,0.9729128115285869,0.0364474516240206,0.050974418640092806,-0.5541252431593305,0.14091773458171064,0.20003285765796672
MVD,250,32,38.537999999999556,0.9729128115285869,0.0364474516240206,0.050974418640092806,0.43056917493435787,0.08258938074498962,0.11894639011168841
MVD,250,32,38.537999999999556,0.9729128115285869,0.0364474516240206,0.050974418640092806,-0.4504039766696363,0.14114737678490516,0.22642656687710627
MVD,250,32,38.537999999999556,0.9729128115285869,0.0364474516240206,0.050974418640092806,-0.1337178774154204,0.12666682469478704,0.2308119876436202
LMD,50,33,1.8450000000002547,0.9782912843983653,0.03522018256565402,0.04520061155965681,0.8037257715824979,1.3481754567802025,1.6069982947785082
LMD,50,33,1.8450000000002547,0.9782912843983653,0.03522018256565402,0.04520061155965681,-0.06769077147796569,0.23756544336226862,0.3222889133074758
LMD,50,33,1.8450000000002547,0.9782912843983653,0.03522018256565402,0.04520061155965681,0.46977143158126694,0.09295384228768148,0.1356547971811472
LMD,50,33,1.8450000000002547,0.9782912843983653,0.03522018256565402,0.04520061155965681,0.3392610778272424,0.26082935596926404,0.30225481411499006
LMD,50,33,1.8450000000002547,0.9782912843983653,0.03522018256565402,0.04520061155965681,0.09161552922775988,0.23644115418528674,0.3053668593768605
MVD,50,33,4.563000000000102,0.9729995259719137,0.03829754335222147,0.05141446262998534,0.9582617912049872,0.646955037282613,0.7174251065035072
MVD,50,33,4.563000000000102,0.9729995259719137,0.03829754335222147,0.05141446262998534,0.32932142693531036,0.12769318253626633,0.15922926580260552
MVD,50,33,4.563000000000102,0.9729995259719137,0.03829754335222147,0.05141446262998534,-0.27336085319048786,0.06912873636263657,0.1024855190642813
MVD,50,33,4.563000000000102,0.9729995259719137,0.03829754335222147,0.05141446262998534,0.6942351066618565,0.12463030055685997,0.16461409020847698
MVD,50,33,4.563000000000102,0.9729995259719137,0.03829754335222147,0.05141446262998534,0.23365232897871088,0.182525495495399,0.21686245801108758
LMD,100,33,4.7590000000000146,0.9810076633104239,0.03412070841961178,0.04384787732054755,0.9846345628911264,0.5208904809673238,0.6366136115610949
LMD,100,33,4.7590000000000146,0.9810076633104239,0.03412070841961178,0.04384787732054755,0.570053466548303,0.05937298375190741,0.07121995068156604
LMD,100,33,4.7590000000000146,0.9810076633104239,0.03412070841961178,0.04384787732054755,0.8210392189385286,0.056213336109924225,0.0711498845090188
LMD,100,33,4.7590000000000146,0.9810076633104239,0.03412070841961178,0.04384787732054755,-0.9223410663438867,0.12537378941813213,0.1412198873036107
LMD,100,33,4.7590000000000146,0.9810076633104239,0.03412070841961178,0.04384787732054755,-0.6374500238056245,0.06335171409794009,0.0772302815833437
MVD,100,33,8.692000000000007,0.960659179925308,0.04612199526092649,0.06377960346069197,0.9265739620937804,0.7323965005829701,0.8628918387278635
MVD,100,33,8.692000000000007,0.960659179925308,0.04612199526092649,0.06377960346069197,0.17464728458590922,0.16605867478571096,0.24171230810068375
MVD,100,33,8.692000000000007,0.960659179925308,0.04612199526092649,0.06377960346069197,0.2614665879211495,0.12230263667801786,0.1747129177883534
MVD,100,33,8.692000000000007,0.960659179925308,0.04612199526092649,0.06377960346069197,-0.5615397547508412,0.4202549132141413,0.753371879119714
MVD,100,33,8.692000000000007,0.960659179925308,0.04612199526092649,0.06377960346069197,-0.02784321896561278,0.349319319603926,0.8417592204925491
LMD,150,33,9.210000000000036,0.9830921493362252,0.031829540678660034,0.04072447440791527,0.9545974549730077,0.6338448657986991,0.7864438033983798
LMD,150,33,9.210000000000036,0.9830921493362252,0.031829540678660034,0.04072447440791527,-0.3362687575162347,0.15483447099771547,0.2002193236379866
LMD,150,33,9.210000000000036,0.9830921493362252,0.031829540678660034,0.04072447440791527,0.24137719880996522,0.12813708541998992,0.16237805785049797
LMD,150,33,9.210000000000036,0.9830921493362252,0.031829540678660034,0.04072447440791527,0.031785060287718124,0.1328005857090357,0.17202066075847086
LMD,150,33,9.210000000000036,0.9830921493362252,0.031829540678660034,0.04072447440791527,0.12885321128860847,0.15525004973403475,0.21406663002037415
MVD,150,33,15.958000000000538,0.962801229509948,0.04627077446101793,0.06113457118094511,0.8881798799443803,0.7241596866434106,0.9193286884805889
MVD,150,33,15.958000000000538,0.962801229509948,0.04627077446101793,0.06113457118094511,-0.4112378655232235,0.28102784181745033,0.4165393154465339
MVD,150,33,15.958000000000538,0.962801229509948,0.04627077446101793,0.06113457118094511,0.20214061271804773,0.16348901000961955,0.21759876213603868
MVD,150,33,15.958000000000538,0.962801229509948,0.04627077446101793,0.06113457118094511,-0.17084050995821343,0.38281059896585445,0.5831655475878159
MVD,150,33,15.958000000000538,0.962801229509948,0.04627077446101793,0.06113457118094511,0.04781779266709909,0.3365840556298869,0.786445366968908
LMD,200,33,15.02599999999984,0.9807385030637654,0.032545525871186955,0.04303935011527028,0.9013673037197056,0.5614349956529899,0.7796553079607398
LMD,200,33,15.02599999999984,0.9807385030637654,0.032545525871186955,0.04303935011527028,-0.5117762021331587,0.12649137923958026,0.1706452882636167
