method,len,repNo,time,rho,mae,rmse,rho_coef,mae_coef,rmse_coef
LMD,100,2,4.371999999999986,0.9823712762401521,0.03169850176818465,0.0415964374944608,0.9758054838541087,0.40990108335160985,0.5224954399858484
LMD,100,2,4.371999999999986,0.9823712762401521,0.03169850176818465,0.0415964374944608,-0.5132536473698553,0.12169500730785748,0.15881145431178836
LMD,100,2,4.371999999999986,0.9823712762401521,0.03169850176818465,0.0415964374944608,0.3320883808402664,0.05468441379629418,0.06744456986502465
LMD,100,2,4.371999999999986,0.9823712762401521,0.03169850176818465,0.0415964374944608,-0.3401542410741689,0.08646088510121781,0.10851485877670745
LMD,100,2,4.371999999999986,0.9823712762401521,0.03169850176818465,0.0415964374944608,0.2263149596310306,0.12236665269694452,0.1676940778120292
MVD,100,2,8.52800000000002,0.96049581757678415,0.04369651248150359,0.06220526373660298,0.9418046299043864,0.554149280027862,0.6947269576335781
MVD,100,2,8.52800000000002,0.96049581757678415,0.04369651248150359,0.06220526373660298,-0.3467835096772413,0.25239937992739675,0.5006261228224863
MVD,100,2,8.52800000000002,0.96049581757678415,0.04369651248150359,0.06220526373660298,0.39064354606192614,0.06215258917229471,0.09666080175797216
MVD,100,2,8.52800000000002,0.96049581757678415,0.04369651248150359,0.06220526373660298,-0.2690777652395502,0.13726859493092805,0.23265941800671935
MVD,100,2,8.52800000000002,0.96049581757678415,0.04369651248150359,0.06220526373660298,0.19239924722447943,0.18654526377931152,0.31566666578728886
LMD,150,2,8.609999999999985,0.9828110399611055,0.03197780621979789,0.0416492486017651,0.951464634739502,0.4872113968301317,0.6258925504856026
LMD,150,2,8.609999999999985,0.9828110399611055,0.03197780621979789,0.0416492486017651,0.12553796255858427,0.04904436672426114,0.06922183675356501
LMD,150,2,8.609999999999985,0.9828110399611055,0.03197780621979789,0.0416492486017651,0.2172980755137387,0.04736777820154882,0.07041800339326396
LMD,150,2,8.609999999999985,0.9828110399611055,0.03197780621979789,0.0416492486017651,0.35127557944344556,0.08182664108935749,0.10517647614934443
LMD,150,2,8.609999999999985,0.9828110399611055,0.03197780621979789,0.0416492486017651,0.5968017189807041,0.1160470082626396,0.14528945834853443
MVD,150,2,15.347000000000008,0.9646464317003293,0.04016827643204813,0.05968712505906286,0.9223562085417015,0.6735152309239046,0.8187764601241855
MVD,150,2,15.347000000000008,0.9646464317003293,0.04016827643204813,0.05968712505906286,-0.2941354687657311,0.1358090427435392,0.23658182688948493
MVD,150,2,15.347000000000008,0.9646464317003293,0.04016827643204813,0.05968712505906286,0.3414268793922661,0.06677985745348673,0.08754871106850089
MVD,150,2,15.347000000000008,0.9646464317003293,0.04016827643204813,0.05968712505906286,0.31769613024536414,0.15012625724652742,0.2663449468735421
MVD,150,2,15.347000000000008,0.9646464317003293,0.04016827643204813,0.05968712505906286,0.3809763673363527,0.21668113055518923,0.3893950789781337
LMD,200,2,14.025000000000006,0.9739772651969608,0.03809405136811485,0.050429723394252036,0.9776640517067094,0.5866873042855321,0.7221635554576791
LMD,200,2,14.025000000000006,0.9739772651969608,0.03809405136811485,0.050429723394252036,-0.08606833290852878,0.05224998806106159,0.06246130745063819
LMD,200,2,14.025000000000006,0.9739772651969608,0.03809405136811485,0.050429723394252036,0.7296649762559374,0.03220498936933091,0.03898858629067401
LMD,200,2,14.025000000000006,0.9739772651969608,0.03809405136811485,0.050429723394252036,0.8681478414352066,0.08542927438375252,0.09888320117141175
LMD,200,2,14.025000000000006,0.9739772651969608,0.03809405136811485,0.050429723394252036,0.2026314872286164,0.05802522142729709,0.08107920253006302
MVD,200,2,25.13500000000002,0.9661891767950108,0.04269901499955094,0.05752876825089689,0.6370367098836301,1.0333021355273297,1.4386221613349495
MVD,200,2,25.13500000000002,0.9661891767950108,0.04269901499955094,0.05752876825089689,-0.16066080210316314,0.2800134324944408,0.5478231787704188
MVD,200,2,25.13500000000002,0.9661891767950108,0.04269901499955094,0.05752876825089689,-0.03907915570434685,0.17041975054935188,0.2401157368645967
MVD,200,2,25.13500000000002,0.9661891767950108,0.04269901499955094,0.05752876825089689,0.25524341333422906,0.3580682927195742,0.48535998192808577
MVD,200,2,25.13500000000002,0.9661891767950108,0.04269901499955094,0.05752876825089689,0.16054835254632885,0.2837315173414374,0.3971745521247153
LMD,250,2,20.864000000000004,0.97821138082639,0.03398663063504687,0.04597608202613517,0.9773614819369271,0.5147159490158516,0.6444532561346644
LMD,250,2,20.864000000000004,0.97821138082639,0.03398663063504687,0.04597608202613517,-0.4854471205693072,0.09147320082342233,0.11806890751645797
LMD,250,2,20.864000000000004,0.97821138082639,0.03398663063504687,0.04597608202613517,0.14394713251568345,0.052017385007241956,0.06225896477752757
LMD,250,2,20.864000000000004,0.97821138082639,0.03398663063504687,0.04597608202613517,0.44736408423105506,0.06833865407882855,0.0819450461272962
LMD,250,2,20.864000000000004,0.97821138082639,0.03398663063504687,0.04597608202613517,-0.5862156753629293,0.10700947446753331,0.13507059427623447
MVD,250,2,37.73399999999998,0.9705196735331386,0.03603846466881906,0.0534846356144889,0.9465570613027089,0.6536807253790082,0.7710261312162368
MVD,250,2,37.73399999999998,0.9705196735331386,0.03603846466881906,0.0534846356144889,-0.2540073174412108,0.10115249800328326,0.21245510573829213
MVD,250,2,37.73399999999998,0.9705196735331386,0.03603846466881906,0.0534846356144889,0.16221158978039743,0.06534873989988317,0.08796503714066362
MVD,250,2,37.73399999999998,0.9705196735331386,0.03603846466881906,0.0534846356144889,0.3739497506471658,0.07150302483397072,0.10769605959045259
MVD,250,2,37.73399999999998,0.9705196735331386,0.03603846466881906,0.0534846356144889,-0.30548251048048736,0.15814632625926922,0.26862299231145487
LMD,50,3,1.7830000000000155,0.9774977291752138,0.03581718306328467,0.046592304451636674,0.7859702206576115,1.6221390203758275,1.9645834447531847
LMD,50,3,1.7830000000000155,0.9774977291752138,0.03581718306328467,0.046592304451636674,0.06531224332070075,0.08970570489905304,0.0986584853779316
LMD,50,3,1.7830000000000155,0.9774977291752138,0.03581718306328467,0.046592304451636674,-0.4740247229496559,0.06218699824995197,0.08399836671945896
LMD,50,3,1.7830000000000155,0.9774977291752138,0.03581718306328467,0.046592304451636674,0.738147900199822,0.2422773800509544,0.26356553446507053
LMD,50,3,1.7830000000000155,0.9774977291752138,0.03581718306328467,0.046592304451636674,0.5886473111342796,0.150616951739097,0.15866238573857208
MVD,50,3,4.5090000000000146,0.9774287841508654,0.03832759689246192,0.04733268537335802,0.967197251894317,0.8234729566552034,0.9513347401683755
MVD,50,3,4.5090000000000146,0.9774287841508654,0.03832759689246192,0.04733268537335802,0.8415939021914671,0.2040615104029676,0.2836144581157322
MVD,50,3,4.5090000000000146,0.9774287841508654,0.03832759689246192,0.04733268537335802,-0.5911216624749265,0.08711520140876988,0.1074088810926392
MVD,50,3,4.5090000000000146,0.9774287841508654,0.03832759689246192,0.04733268537335802,-0.1800910985203591,0.1535029613161721,0.18108510355155893
MVD,50,3,4.5090000000000146,0.9774287841508654,0.03832759689246192,0.04733268537335802,0.6904419867430461,0.08192578529242743,0.11314017871308263
LMD,100,3,4.375,0.9734717472405654,0.039023730792215536,0.051158096218253624,0.9739963216891883,0.5985987849419591,0.7172316002128457
LMD,100,3,4.375,0.9734717472405654,0.039023730792215536,0.051158096218253624,0.7959098938465131,0.0806059473942534,0.0984696784630241
LMD,100,3,4.375,0.9734717472405654,0.039023730792215536,0.051158096218253624,0.8014840323071504,0.08777857872850375,0.10948241828504912
LMD,100,3,4.375,0.9734717472405654,0.039023730792215536,0.051158096218253624,-0.1954606465990478,0.11882210955861273,0.14777916182178194
LMD,100,3,4.375,0.9734717472405654,0.039023730792215536,0.051158096218253624,0.18508251861974206,0.08436011033567047,0.09802413093126176
MVD,100,3,8.612000000000023,0.939838643176082,0.052342387410987484,0.07680726669929122,0.9281396961153,0.8426406018577282,0.992965909969096
MVD,100,3,8.612000000000023,0.939838643176082,0.052342387410987484,0.07680726669929122,-0.2503985469434589,0.18704496349925212,0.30212288752740385
MVD,100,3,8.612000000000023,0.939838643176082,0.052342387410987484,0.07680726669929122,0.6018437018071213,0.11594130071822405,0.14205931805191344
MVD,100,3,8.612000000000023,0.939838643176082,0.052342387410987484,0.07680726669929122,-0.2305629310087455,0.14621914196244204,0.2016346573568545
MVD,100,3,8.612000000000023,0.939838643176082,0.052342387410987484,0.07680726669929122,0.08798056462820361,0.17755153857160252,0.3560287166064515
LMD,150,3,8.710000000000036,0.973931374544297,0.03748005662291732,0.05131948956689583,0.9815085581339998,0.6865240281184151,0.807427586217959
LMD,150,3,8.710000000000036,0.973931374544297,0.03748005662291732,0.05131948956689583,-0.15221445585143528,0.07043353543697396,0.09485205328272024
LMD,150,3,8.710000000000036,0.973931374544297,0.03748005662291732,0.05131948956689583,0.7229846374461828,0.07968928698407349,0.10687667654574257
LMD,150,3,8.710000000000036,0.973931374544297,0.03748005662291732,0.05131948956689583,0.6749031412712502,0.08156767574997113,0.09931758834690152
LMD,150,3,8.710000000000036,0.973931374544297,0.03748005662291732,0.05131948956689583,0.8037353806507732,0.17499013048949782,0.22958626497650256
MVD,150,3,15.519000000000005,0.9552432885602273,0.044640921900022286,0.06731151958451113,0.9403698267011356,0.8245938187546029,0.9633789785546677
MVD,150,3,15.519000000000005,0.9552432885602273,0.044640921900022286,0.06731151958451113,-0.033223787840204244,0.10904067715919707,0.2056799550222935
MVD,150,3,15.519000000000005,0.9552432885602273,0.044640921900022286,0.06731151958451113,0.6487942725686163,0.09868509838903639,0.12433669674674533
MVD,150,3,15.519000000000005,0.9552432885602273,0.044640921900022286,0.06731151958451113,0.350780589734726,0.12429839677159625,0.17075666779258028
MVD,150,3,15.519000000000005,0.9552432885602273,0.044640921900022286,0.06731151958451113,0.5664732065387474,0.20449866652158422,0.29012409180613363
LMD,200,3,14.147999999999968,0.9792637850094775,0.03284859442923385,0.04478048936279527,0.9009679587728879,0.6193760414076652,0.8749194273232299
LMD,200,3,14.147999999999968,0.9792637850094775,0.03284859442923385,0.04478048936279527,-0.4592009596645222,0.20666975033764934,0.2982446937273203
LMD,200,3,14.147999999999968,0.9792637850094775,0.03284859442923385,0.04478048936279527,0.4739331533628661,0.10904145593112119,0.16476571836621867
LMD,200,3,14.147999999999968,0.9792637850094775,0.03284859442923385,0.04478048936279527,0.5935513574444405,0.13485902891553894,0.1664117686905141
LMD,200,3,14.147999999999968,0.9792637850094775,0.03284859442923385,0.04478048936279527,-0.36727346647086306,0.16196565362227133,0.22650928539999415
MVD,200,3,25.086000000000013,0.9682575653205977,0.03836375263186848,0.055420826385220494,0.9450799292137181,0.6765662709793465,0.8054119631082153
MVD,200,3,25.086000000000013,0.9682575653205977,0.03836375263186848,0.055420826385220494,-0.4288743318622008,0.20696746108843278,0.3739991550044206
MVD,200,3,25.086000000000013,0.9682575653205977,0.03836375263186848,0.055420826385220494,0.6096726297514641,0.0706763051225949,0.09843880967682424
MVD,200,3,25.086000000000013,0.9682575653205977,0.03836375263186848,0.055420826385220494,0.42481795729531296,0.11941101134441469,0.2053020422201931
MVD,200,3,25.086000000000013,0.9682575653205977,0.03836375263186848,0.055420826385220494,-0.08293985441459399,0.13749127263440053,0.28281046341768973
LMD,250,3,21.043000000000006,0.9820817220651896,0.029546197361971324,0.04138356000127691,0.9079991346825436,0.5769817221584522,0.755384587638909
LMD,250,3,21.043000000000006,0.9820817220651896,0.029546197361971324,0.04138356000127691,-0.40325042868736694,0.12756187981183195,0.19333782253077325
LMD,250,3,21.043000000000006,0.9820817220651896,0.029546197361971324,0.04138356000127691,0.24720979372258817,0.05587885245151115,0.07458805579320874
LMD,250,3,21.043000000000006,0.9820817220651896,0.029546197361971324,0.04138356000127691,0.4623859506231015,0.09475112027470174,0.12410903960335806
LMD,250,3,21.043000000000006,0.9820817220651896,0.029546197361971324,0.04138356000127691,0.013595412719918496,0.10606869355834563,0.17770441330343867
MVD,250,3,38.26700000000005,0.9733909607011233,0.03524675770419089,0.0504449260497276,0.9314855673549353,0.6639799046822693,0.7981971525080094
MVD,250,3,38.26700000000005,0.9733909607011233,0.03524675770419089,0.0504449260497276,-0.4021679619389473,0.12804619985660878,0.2382337594606026
MVD,250,3,38.26700000000005,0.9733909607011233,0.03524675770419089,0.0504449260497276,0.15255838173017844,0.050110435417023584,0.07196195278953234
MVD,250,3,38.26700000000005,0.9733909607011233,0.03524675770419089,0.0504449260497276,0.4895259453834151,0.08639965972194989,0.11856404915807985
MVD,250,3,38.26700000000005,0.9733909607011233,0.03524675770419089,0.0504449260497276,-0.14584793452547282,0.08998339496588563,0.21974907012038272
LMD,50,4,1.7839999999999918,0.9828576050550514,0.030997920831941576,0.0405070906561381,0.9431062065213038,0.7134596953178804,0.9123871281607285
LMD,50,4,1.7839999999999918,0.9828576050550514,0.030997920831941576,0.0405070906561381,-0.2909854505044478,0.07646390740501097,0.10019307810307343
LMD,50,4,1.7839999999999918,0.9828576050550514,0.030997920831941576,0.0405070906561381,-0.3702169953121988,0.11578040875680788,0.14714443021231266
LMD,50,4,1.7839999999999918,0.9828576050550514,0.030997920831941576,0.0405070906561381,-0.6863776215819187,0.18052449361370915,0.2077944600434275
LMD,50,4,1.7839999999999918,0.9828576050550514,0.030997920831941576,0.0405070906561381,0.5287376381919562,0.11784739411044803,0.1371572756500576
MVD,50,4,4.548000000000002,0.9798002602413995,0.03319069318009447,0.04439806367297265,0.9379311907174951,0.7501719622094131,0.8903107941469298
MVD,50,4,4.548000000000002,0.9798002602413995,0.03319069318009447,0.04439806367297265,0.11296014052252654,0.1074046118218695,0.15970366359808078
MVD,50,4,4.548000000000002,0.9798002602413995,0.03319069318009447,0.04439806367297265,0.4032780200379994,0.08507657141788809,0.1206820250719537
MVD,50,4,4.548000000000002,0.9798002602413995,0.03319069318009447,0.04439806367297265,-0.6093412747208244,0.17328426713932313,0.20336335045200693
MVD,50,4,4.548000000000002,0.9798002602413995,0.03319069318009447,0.04439806367297265,0.42739983417214533,0.21366750175743657,0.2850077323614757
LMD,100,4,4.521999999999991,0.9736291959563097,0.03856296923937442,0.05063959049435204,0.9706253070655236,0.5869277541789202,0.7134333377843216
LMD,100,4,4.521999999999991,0.9736291959563097,0.03856296923937442,0.05063959049435204,0.5035540299204858,0.04856112441109646,0.06327280917210198
LMD,100,4,4.521999999999991,0.9736291959563097,0.03856296923937442,0.05063959049435204,0.9168324773586024,0.10690099661052986,0.13765160799173082
LMD,100,4,4.521999999999991,0.9736291959563097,0.03856296923937442,0.05063959049435204,0.7632741326575733,0.09594046718626573,0.10773489078432343
LMD,100,4,4.521999999999991,0.9736291959563097,0.03856296923937442,0.05063959049435204,0.6116527030418172,0.07997382942126822,0.09839473989931272
MVD,100,4,8.543000000000006,0.954757120416843,0.04987356147178159,0.06659920640736387,0.9151234967641926,0.7590662451610113,0.9114871109359839
MVD,100,4,8.543000000000006,0.954757120416843,0.04987356147178159,0.06659920640736387,-0.18562678827496046,0.17485809825879303,0.40319495064126243
MVD,100,4,8.543000000000006,0.954757120416843,0.04987356147178159,0.06659920640736387,0.6781988902832627,0.14063547397861476,0.18801915346338044
MVD,100,4,8.543000000000006,0.954757120416843,0.04987356147178159,0.06659920640736387,0.4072081146659925,0.1800266762000832,0.2450365556860637
MVD,100,4,8.543000000000006,0.954757120416843,0.04987356147178159,0.06659920640736387,-0.2010451292457541,0.21835903284942607,0.5107003851309434
LMD,150,4,8.853999999999985,0.9790291902046073,0.034617427174983374,0.044994369594276246,0.9180524828204178,0.5947874978751613,0.8275423224380689
LMD,150,4,8.853999999999985,0.9790291902046073,0.034617427174983374,0.044994369594276246,-0.14886626938355477,0.062223525371929496,0.08521539251867255
LMD,150,4,8.853999999999985,0.9790291902046073,0.034617427174983374,0.044994369594276246,0.1914253356463969,0.0857692035764024,0.11369741361667585
LMD,150,4,8.853999999999985,0.9790291902046073,0.034617427174983374,0.044994369594276246,0.5282759437990353,0.1113857919495898,0.14651825692538661
LMD,150,4,8.853999999999985,0.9790291902046073,0.034617427174983374,0.044994369594276246,0.38073677778343534,0.09181549263030347,0.1198822216501194
MVD,150,4,15.483000000000004,0.9597332404417906,0.04424057419762793,0.06230646207537715,0.886136016152553,0.7425298336831778,0.939822378647393
MVD,150,4,15.483000000000004,0.9597332404417906,0.04424057419762793,0.06230646207537715,-0.25639718141043155,0.17750086699023065,0.44263663554445504
MVD,150,4,15.483000000000004,0.9597332404417906,0.04424057419762793,0.06230646207537715,0.12409616736176647,0.12874213263703335,0.17245222969657678
MVD,150,4,15.483000000000004,0.9597332404417906,0.04424057419762793,0.06230646207537715,0.054433826203808586,0.18435930267673098,0.3220779013724125
MVD,150,4,15.483000000000004,0.9597332404417906,0.04424057419762793,0.06230646207537715,0.3800772116226931,0.15186797179645614,0.25743302985397426
LMD,200,4,14.517999999999972,0.9764093688586013,0.03530111704036859,0.047417904907745716,0.9711782199348294,0.5515654240049738,0.6997757918253302
LMD,200,4,14.517999999999972,0.9764093688586013,0.03530111704036859,0.047417904907745716,-0.800753372140756,0.1651402493702181,0.22120997239123835
LMD,200,4,14.517999999999972,0.9764093688586013,0.03530111704036859,0.047417904907745716,0.16123535075817505,0.04366364879203344,0.061637710382294326
LMD,200,4,14.517999999999972,0.9764093688586013,0.03530111704036859,0.047417904907745716,-0.36673855841139963,0.05430292847249738,0.0740116018857459
LMD,200,4,14.517999999999972,0.9764093688586013,0.03530111704036859,0.047417904907745716,-0.6985783353979,0.18241455628090816,0.2493345808574405
MVD,200,4,25.385999999999967,0.9724444889827716,0.039146163594483224,0.05132419933015199,0.882026060760713,0.7878906709957274,1.0037637623743128
MVD,200,4,25.385999999999967,0.9724444889827716,0.039146163594483224,0.05132419933015199,-0.4474815290952805,0.19075689211639177,0.33386653196063876
MVD,200,4,25.385999999999967,0.9724444889827716,0.039146163594483224,0.05132419933015199,-0.08392972768092812,0.07437462748134234,0.10650251002628726
MVD,200,4,25.385999999999967,0.9724444889827716,0.039146163594483224,0.05132419933015199,-0.230600586162228,0.13269494344961713,0.18712133671239028
MVD,200,4,25.385999999999967,0.9724444889827716,0.039146163594483224,0.05132419933015199,-0.29894419471867933,0.21314716717900034,0.37995297548186385
LMD,250,4,21.319999999999936,0.9810251018034046,0.03165986375190412,0.04279186193088851,0.9819693489645926,0.464302377929509,0.5759940158695394
LMD,250,4,21.319999999999936,0.9810251018034046,0.03165986375190412,0.04279186193088851,-0.24436852459482544,0.07097784633644108,0.0834530164502029
LMD,250,4,21.319999999999936,0.9810251018034046,0.03165986375190412,0.04279186193088851,0.5582742003969557,0.03872070035941472,0.04913037750607453
LMD,250,4,21.319999999999936,0.9810251018034046,0.03165986375190412,0.04279186193088851,0.13326970981662328,0.055363565971295756,0.06815333011223923
LMD,250,4,21.319999999999936,0.9810251018034046,0.03165986375190412,0.04279186193088851,0.04644937776475469,0.034575408911551496,0.04273791739548196
MVD,250,4,38.269000000000005,0.9760449341684229,0.03582599216889289,0.048179595782284805,0.9321478349862562,0.6821048871263767,0.8348032030356514
MVD,250,4,38.269000000000005,0.9760449341684229,0.03582599216889289,0.048179595782284805,-0.2596054546024047,0.12818951526409353,0.2106136790990426
MVD,250,4,38.269000000000005,0.9760449341684229,0.03582599216889289,0.048179595782284805,0.04315524508578015,0.10929714591970466,0.1579628825995709
