system,p_noise,o_noise,dist,rho,mae,rmse,tar,Jacobian,rho_coef,mae_coef,rmse_coef
predatorFR,0.001,0.101,Geodesic,0.962098395032804,0.04326187257951106,0.05735895948402125,x3,C3,0.9497412095441372,0.4539822825843248,0.5629408803776276
predatorFR,0.001,0.101,Multiview,0.9745743493750122,0.03564961333708591,0.04671750351686045,x3,C1,-0.17605547499502916,0.17604708443833433,0.23375140308846845
predatorFR,0.001,0.101,Multiview,0.9745743493750122,0.03564961333708591,0.04671750351686045,x3,C2,NA,0.17742183514058432,0.2394730016587074
predatorFR,0.001,0.101,Multiview,0.9745743493750122,0.03564961333708591,0.04671750351686045,x3,C3,0.9197987104440932,0.46456893865018856,0.6525978859119155
predatorFR,0.001,0.101,LMD,0.9708320038009997,0.03774591787900498,0.05014042378154567,x3,C1,-0.06309045801434426,0.09267617809777212,0.11175144812488907
predatorFR,0.001,0.101,LMD,0.9708320038009997,0.03774591787900498,0.05014042378154567,x3,C2,NA,0.06140032819981791,0.080664260038043
predatorFR,0.001,0.101,LMD,0.9708320038009997,0.03774591787900498,0.05014042378154567,x3,C3,0.9346185744732356,0.3750707164547011,0.581262232953457
predatorFR,0.051,0.001,Euclidean,0.9979967456620628,0.00741946707730971,0.01289457878554833,x1,C1,0.9853530735053352,0.19662506972492885,0.2703712159511346
predatorFR,0.051,0.001,Euclidean,0.9979967456620628,0.00741946707730971,0.01289457878554833,x1,C2,0.2863034536105592,0.06282992995409413,0.09105373697513992
predatorFR,0.051,0.001,Euclidean,0.9979967456620628,0.00741946707730971,0.01289457878554833,x1,C3,0.3387708610902333,0.05014530445415763,0.09193577436140288
predatorFR,0.051,0.001,Geodesic,0.9978387050258368,0.0078324048688425,0.01292823372012407,x1,C1,0.9768562761106288,0.24186734897184697,0.33320030104017156
predatorFR,0.051,0.001,Geodesic,0.9978387050258368,0.0078324048688425,0.01292823372012407,x1,C2,0.24592803023797044,0.07532471408177707,0.10782503705416456
predatorFR,0.051,0.001,Geodesic,0.9978387050258368,0.0078324048688425,0.01292823372012407,x1,C3,0.36173578905353465,0.04842184472017674,0.08834606507989436
predatorFR,0.051,0.001,Multiview,0.9989920418549032,0.00589939227553792,0.00918108112062282,x1,C1,0.98187691923409115,0.22926195197629315,0.30293284093468564
predatorFR,0.051,0.001,Multiview,0.9989920418549032,0.00589939227553792,0.00918108112062282,x1,C2,0.4512428998641755,0.06114991782453347,0.08208274243117042
predatorFR,0.051,0.001,Multiview,0.9989920418549032,0.00589939227553792,0.00918108112062282,x1,C3,0.4722470161381377,0.02408314065489795,0.04223545637636274
predatorFR,0.051,0.001,LMD,0.999981147357018,7.534315170143556e-4,0.00122335494808471,x1,C1,0.9983561263366434,0.04611318621434234,0.0861899556574233
predatorFR,0.051,0.001,LMD,0.999981147357018,7.534315170143556e-4,0.00122335494808471,x1,C2,0.9624369728412872,0.00749541710147378,0.01360070972636149
predatorFR,0.051,0.001,LMD,0.999981147357018,7.534315170143556e-4,0.00122335494808471,x1,C3,0.9597343895735664,0.00366503465604391,0.00494858696564761
predatorFR,0.051,0.001,Euclidean,0.9950860638242884,0.01052121704781252,0.02227988710464488,x2,C1,0.00265127302810386,0.05542869852889279,0.09460051703040044
predatorFR,0.051,0.001,Euclidean,0.9950860638242884,0.01052121704781252,0.02227988710464488,x2,C2,0.9852895932958098,0.2319092772513484,0.29664851792215724
predatorFR,0.051,0.001,Euclidean,0.9950860638242884,0.01052121704781252,0.02227988710464488,x2,C3,NA,0.04771492352231504,0.11063833825732725
predatorFR,0.051,0.001,Geodesic,0.9948043407803572,0.0102272404404322,0.02264490440490105,x2,C1,-0.03524830020714568,0.06286867458589594,0.11246426300411262
predatorFR,0.051,0.001,Geodesic,0.9948043407803572,0.0102272404404322,0.02264490440490105,x2,C2,0.9854312311795352,0.22472928341243495,0.2919278316992755
predatorFR,0.051,0.001,Geodesic,0.9948043407803572,0.0102272404404322,0.02264490440490105,x2,C3,NA,0.05066348819569113,0.11408593495032215
predatorFR,0.051,0.001,Multiview,0.9981660952781986,0.00658578458274576,0.01359343883375355,x2,C1,0.18342155284432576,0.02912893648215657,0.07151679583164812
predatorFR,0.051,0.001,Multiview,0.9981660952781986,0.00658578458274576,0.01359343883375355,x2,C2,0.9916724389284672,0.15737853055208792,0.2056208537530317
predatorFR,0.051,0.001,Multiview,0.9981660952781986,0.00658578458274576,0.01359343883375355,x2,C3,NA,0.02557062630076051,0.04922069332648975
predatorFR,0.051,0.001,LMD,0.9999797848017248,8.197525905398723e-4,0.00144922946706356,x2,C1,0.9861577645309524,0.00186175723286142,0.00280689530964586
predatorFR,0.051,0.001,LMD,0.9999797848017248,8.197525905398723e-4,0.00144922946706356,x2,C2,0.9995822971646032,0.02685420159803755,0.04685479902765627
predatorFR,0.051,0.001,LMD,0.9999797848017248,8.197525905398723e-4,0.00144922946706356,x2,C3,NA,0.00136036422064947,0.00233932193427255
predatorFR,0.051,0.001,Euclidean,0.9965290451234968,0.00993254693122438,0.01848919559882558,x3,C1,0.3367644183033699,0.05255675178720272,0.07395688300973216
predatorFR,0.051,0.001,Euclidean,0.9965290451234968,0.00993254693122438,0.01848919559882558,x3,C2,NA,0.04917765236683159,0.08081434370443315
predatorFR,0.051,0.001,Euclidean,0.9965290451234968,0.00993254693122438,0.01848919559882558,x3,C3,0.9803125822079536,0.24856781022329164,0.3381919767610305
predatorFR,0.051,0.001,Geodesic,0.9973921317843916,0.00791571666714825,0.01548890321758187,x3,C1,0.2276273342487361,0.06663645165883562,0.0925228877687151
predatorFR,0.051,0.001,Geodesic,0.9973921317843916,0.00791571666714825,0.01548890321758187,x3,C2,NA,0.0572301764813611,0.08829380778545043
predatorFR,0.051,0.001,Geodesic,0.9973921317843916,0.00791571666714825,0.01548890321758187,x3,C3,0.9835020582619672,0.2322935117570772,0.30619994564108294
predatorFR,0.051,0.001,Multiview,0.9993108030611284,0.00488061044610541,0.00878184449214951,x3,C1,0.15581269627127373,0.03133720447069591,0.04818425231770052
predatorFR,0.051,0.001,Multiview,0.9993108030611284,0.00488061044610541,0.00878184449214951,x3,C2,NA,0.03475957699253783,0.06019864029961465
predatorFR,0.051,0.001,Multiview,0.9993108030611284,0.00488061044610541,0.00878184449214951,x3,C3,0.9948600869687476,0.13074214140536403,0.16558268002494958
predatorFR,0.051,0.001,LMD,0.9999927983342752,6.003536481500943e-4,8.323189979448e-4,x3,C1,0.589865118104825,0.00348546527037621,0.0048887331127351
predatorFR,0.051,0.001,LMD,0.9999927983342752,6.003536481500943e-4,8.323189979448e-4,x3,C2,NA,0.00242894583951943,0.00364148334787632
predatorFR,0.051,0.001,LMD,0.9999927983342752,6.003536481500943e-4,8.323189979448e-4,x3,C3,0.9996220652578643,0.0325053831538104,0.04260569364673427
predatorFR,0.051,0.051,Euclidean,0.989632956722414,0.02071126706812625,0.02816377242756683,x1,C1,0.9662486519191206,0.335948059510297,0.4232320103314472
predatorFR,0.051,0.051,Euclidean,0.989632956722414,0.02071126706812625,0.02816377242756683,x1,C2,0.5473600450366962,0.09789859131003396,0.12539344094661034
predatorFR,0.051,0.051,Euclidean,0.989632956722414,0.02071126706812625,0.02816377242756683,x1,C3,0.06405218258781471,0.08233758466940745,0.1080153674794987
predatorFR,0.051,0.051,Geodesic,0.9898999007342744,0.0205846130728433,0.0277399565948321,x1,C1,0.9651051156940142,0.33944209584957646,0.42794733867732054
predatorFR,0.051,0.051,Geodesic,0.9898999007342744,0.0205846130728433,0.0277399565948321,x1,C2,0.5552258594504752,0.0986194766981506,0.1261416905885075
predatorFR,0.051,0.051,Geodesic,0.9898999007342744,0.0205846130728433,0.0277399565948321,x1,C3,0.02196383398005931,0.08027001121391972,0.11020467353651044
predatorFR,0.051,0.051,Multiview,0.992207839218884,0.01812084367320171,0.02431348771578786,x1,C1,0.9671773330610606,0.33541891601299956,0.4172398231770639
predatorFR,0.051,0.051,Multiview,0.992207839218884,0.01812084367320171,0.02431348771578786,x1,C2,0.6176037480021566,0.09512224941929584,0.12728504221094114
predatorFR,0.051,0.051,Multiview,0.992207839218884,0.01812084367320171,0.02431348771578786,x1,C3,0.17052991478594914,0.05308248198508673,0.07147742685517057
predatorFR,0.051,0.051,LMD,0.9929779659461984,0.01701537193824082,0.02303352390375046,x1,C1,0.9789507754641024,0.2637948311088452,0.38157399475917353
predatorFR,0.051,0.051,LMD,0.9929779659461984,0.01701537193824082,0.02303352390375046,x1,C2,0.7926067567947619,0.04653451905319469,0.07398531976314023
predatorFR,0.051,0.051,LMD,0.9929779659461984,0.01701537193824082,0.02303352390375046,x1,C3,0.3100256087515383,0.03405283884171259,0.05377992785316311
predatorFR,0.051,0.051,Euclidean,0.9876680377655388,0.02535339589960678,0.03409766281681407,x2,C1,-0.04158857875813596,0.12725279193400008,0.17262462623539
predatorFR,0.051,0.051,Euclidean,0.9876680377655388,0.02535339589960678,0.03409766281681407,x2,C2,0.9751297053122306,0.32027669450561247,0.4053552289291095
predatorFR,0.051,0.051,Euclidean,0.9876680377655388,0.02535339589960678,0.03409766281681407,x2,C3,NA,0.09483781741291314,0.14355678096973384
predatorFR,0.051,0.051,Geodesic,0.987519879061532,0.02515838399756793,0.03405226785735386,x2,C1,-0.07680223106096319,0.15069407602734997,0.20747866760407413
predatorFR,0.051,0.051,Geodesic,0.987519879061532,0.02515838399756793,0.03405226785735386,x2,C2,0.9742439045827512,0.30730568938847375,0.3936498432164256
predatorFR,0.051,0.051,Geodesic,0.987519879061532,0.02515838399756793,0.03405226785735386,x2,C3,NA,0.1397664258982426,0.1961431820836007
predatorFR,0.051,0.051,Multiview,0.991001184015905,0.02239907742887954,0.02900034922956851,x2,C1,0.04223115031001026,0.09559791201120454,0.14226326169001685
predatorFR,0.051,0.051,Multiview,0.991001184015905,0.02239907742887954,0.02900034922956851,x2,C2,0.9735962654206628,0.34220328848573134,0.4352447763100644
predatorFR,0.051,0.051,Multiview,0.991001184015905,0.02239907742887954,0.02900034922956851,x2,C3,NA,0.05400909897487479,0.07077094963424611
predatorFR,0.051,0.051,LMD,0.99299334740288,0.01989224166442952,0.02547778852202207,x2,C1,0.6009671664432973,0.02600158340923231,0.03201780600255881
predatorFR,0.051,0.051,LMD,0.99299334740288,0.01989224166442952,0.02547778852202207,x2,C2,0.9851509001312552,0.21801793087135907,0.3116057426556242
predatorFR,0.051,0.051,LMD,0.99299334740288,0.01989224166442952,0.02547778852202207,x2,C3,NA,0.01412273197950269,0.01663973445817454
predatorFR,0.051,0.051,Euclidean,0.989113698082004,0.02350817656787772,0.03185493404329592,x3,C1,0.5087150492204151,0.08477765980703551,0.10815995223535405
predatorFR,0.051,0.051,Euclidean,0.989113698082004,0.02350817656787772,0.03185493404329592,x3,C2,NA,0.09203028500882562,0.1157841113643624
predatorFR,0.051,0.051,Euclidean,0.989113698082004,0.02350817656787772,0.03185493404329592,x3,C3,0.9763304775131022,0.30699056066731817,0.4070170101256917
predatorFR,0.051,0.051,Geodesic,0.9895493174214316,0.02304687457829293,0.031063840299191,x3,C1,0.5446975175239042,0.08815495648535605,0.1130607084908739
predatorFR,0.051,0.051,Geodesic,0.9895493174214316,0.02304687457829293,0.031063840299191,x3,C2,NA,0.08825351831445526,0.11374688133168188
predatorFR,0.051,0.051,Geodesic,0.9895493174214316,0.02304687457829293,0.031063840299191,x3,C3,0.976332756547352,0.3088842852379922,0.40945420315265335
predatorFR,0.051,0.051,Multiview,0.9916597166115448,0.02128793154049896,0.02769910791982332,x3,C1,0.3789773422801664,0.07423115480381043,0.0934168271605571
predatorFR,0.051,0.051,Multiview,0.9916597166115448,0.02128793154049896,0.02769910791982332,x3,C2,NA,0.0593598915880097,0.08851617708293866
predatorFR,0.051,0.051,Multiview,0.9916597166115448,0.02128793154049896,0.02769910791982332,x3,C3,0.9886864072051096,0.22648945150446245,0.2934239389680624
